default,fico,dti,accts_open_past_24mths,accts_open_past_12mths,bc_credit_util,inq_past_6mths,num_bankruptcies,num_delinq_past_24mths,num_mnths_rcnt_acct,num_mort_accts,total_num_accts,total_num_open_accts
0,712.0,6.17,2.0,2.0,19.3,1.0,0.0,0.0,2.0,4.0,32.0,10.0
1,752.0,32.78,4.0,1.0,42.0,0.0,0.0,0.0,6.0,5.0,44.0,14.0
0,717.0,17.61,8.0,2.0,64.2,0.0,0.0,0.0,1.0,5.0,47.0,13.0
0,702.0,25.98,5.0,5.0,56.5,1.0,0.0,0.0,4.0,4.0,29.0,12.0
0,772.0,13.09,7.0,6.0,24.4,1.0,0.0,0.0,4.0,2.0,36.0,13.0
1,687.0,20.3,9.0,6.0,78.5,5.0,0.0,0.0,6.0,3.0,31.0,12.0
0,672.0,14.21,4.0,2.0,68.6,1.0,0.0,0.0,1.0,0.0,20.0,17.0
1,722.0,13.62,4.0,1.0,39.2,0.0,0.0,0.0,5.0,1.0,30.0,17.0
0,707.0,19.99,11.0,4.0,56.0,2.0,0.0,0.0,2.0,5.0,35.0,21.0
0,717.0,17.65,1.0,0.0,44.9,0.0,0.0,1.0,22.0,1.0,18.0,10.0
0,762.0,12.81,4.0,2.0,18.1,0.0,0.0,0.0,1.0,3.0,31.0,8.0
0,747.0,14.66,9.0,4.0,27.9,0.0,0.0,1.0,3.0,0.0,34.0,23.0
1,662.0,30.22,9.0,5.0,73.0,3.0,1.0,0.0,1.0,3.0,48.0,18.0
1,687.0,14.88,4.0,1.0,70.1,1.0,0.0,0.0,4.0,0.0,32.0,11.0
0,732.0,4.77,12.0,5.0,16.5,0.0,0.0,0.0,5.0,3.0,24.0,12.0
0,672.0,15.79,8.0,3.0,75.0,2.0,0.0,1.0,2.0,1.0,27.0,9.0
0,672.0,31.59,10.0,5.0,92.5,2.0,1.0,0.0,3.0,3.0,30.0,15.0
0,707.0,27.89,7.0,4.0,69.2,0.0,0.0,0.0,4.0,1.0,19.0,14.0
0,677.0,19.52,5.0,2.0,97.0,2.0,0.0,6.0,3.0,3.0,27.0,13.0
1,702.0,28.6,4.0,1.0,96.7,0.0,0.0,0.0,7.0,0.0,28.0,16.0
1,687.0,36.75,3.0,2.0,79.5,0.0,0.0,2.0,3.0,4.0,40.0,13.0
1,692.0,24.81,6.0,4.0,95.0,1.0,0.0,0.0,5.0,2.0,30.0,14.0
0,672.0,19.49,5.0,2.0,21.0,1.0,1.0,3.0,7.0,2.0,38.0,14.0
0,667.0,26.61,4.0,0.0,72.5,0.0,0.0,2.0,16.0,2.0,37.0,21.0
0,717.0,29.64,3.0,2.0,77.6,1.0,0.0,0.0,8.0,4.0,30.0,11.0
0,692.0,25.16,1.0,0.0,69.9,0.0,0.0,1.0,14.0,1.0,28.0,13.0
0,682.0,31.03,5.0,1.0,74.0,0.0,0.0,0.0,2.0,0.0,16.0,6.0
0,667.0,5.88,2.0,2.0,89.5,0.0,0.0,0.0,9.0,5.0,24.0,11.0
1,722.0,22.46,4.0,0.0,55.3,0.0,0.0,0.0,17.0,4.0,27.0,15.0
0,692.0,24.64,5.0,5.0,79.1,0.0,0.0,0.0,8.0,1.0,66.0,27.0
0,677.0,22.52,12.0,3.0,74.8,1.0,0.0,0.0,7.0,4.0,36.0,18.0
0,722.0,15.75,3.0,1.0,19.4,0.0,0.0,0.0,9.0,0.0,25.0,14.0
1,732.0,27.62,3.0,2.0,36.2,0.0,0.0,0.0,1.0,3.0,21.0,10.0
1,682.0,7.84,2.0,0.0,98.9,1.0,0.0,0.0,21.0,0.0,16.0,9.0
1,667.0,31.83,5.0,3.0,84.5,1.0,0.0,0.0,5.0,0.0,22.0,10.0
0,662.0,38.48,6.0,2.0,100.1,2.0,1.0,0.0,9.0,2.0,29.0,14.0
0,692.0,36.03,2.0,0.0,96.7,0.0,0.0,0.0,14.0,0.0,8.0,5.0
1,662.0,27.24,6.0,6.0,78.8,0.0,0.0,0.0,5.0,0.0,32.0,17.0
0,692.0,35.59,5.0,2.0,95.6,0.0,0.0,0.0,4.0,1.0,24.0,9.0
0,687.0,31.49,4.0,2.0,42.4,2.0,0.0,0.0,5.0,0.0,36.0,24.0
1,667.0,34.97,6.0,3.0,73.5,0.0,1.0,0.0,10.0,2.0,33.0,12.0
1,662.0,15.94,5.0,2.0,68.6,0.0,1.0,0.0,7.0,2.0,30.0,10.0
0,707.0,19.8,4.0,1.0,81.1,0.0,0.0,0.0,7.0,0.0,20.0,18.0
1,722.0,7.67,9.0,2.0,2.8,0.0,0.0,0.0,5.0,0.0,29.0,17.0
0,687.0,10.64,7.0,2.0,54.5,0.0,0.0,0.0,3.0,0.0,27.0,14.0
0,682.0,15.34,0.0,0.0,83.2,0.0,0.0,2.0,36.0,3.0,23.0,11.0
1,692.0,4.46,5.0,1.0,50.2,0.0,0.0,0.0,8.0,0.0,20.0,19.0
0,662.0,8.98,0.0,0.0,96.4,0.0,3.0,1.0,27.0,4.0,14.0,7.0
1,667.0,18.69,8.0,4.0,73.5,1.0,1.0,0.0,4.0,1.0,21.0,11.0
0,737.0,23.18,1.0,1.0,46.7,2.0,0.0,0.0,6.0,3.0,31.0,16.0
1,707.0,29.56,5.0,3.0,99.7,0.0,0.0,0.0,7.0,0.0,15.0,10.0
0,707.0,26.51,4.0,2.0,0.4,2.0,0.0,1.0,4.0,0.0,48.0,13.0
0,697.0,30.35,3.0,1.0,86.7,0.0,0.0,0.0,8.0,0.0,23.0,12.0
0,662.0,19.06,2.0,1.0,59.1,0.0,0.0,0.0,10.0,0.0,13.0,8.0
1,672.0,13.04,6.0,3.0,37.5,1.0,0.0,0.0,3.0,5.0,36.0,17.0
0,717.0,12.35,2.0,1.0,87.2,0.0,0.0,0.0,4.0,3.0,21.0,9.0
0,687.0,11.62,2.0,1.0,51.9,2.0,0.0,1.0,5.0,3.0,18.0,6.0
0,687.0,24.79,4.0,2.0,101.4,0.0,0.0,0.0,4.0,0.0,14.0,6.0
0,687.0,37.5,6.0,2.0,85.3,1.0,0.0,0.0,8.0,1.0,32.0,20.0
0,722.0,26.08,7.0,3.0,73.7,1.0,0.0,1.0,9.0,2.0,37.0,17.0
0,777.0,20.65,3.0,2.0,50.4,0.0,0.0,0.0,7.0,3.0,20.0,12.0
0,677.0,31.56,5.0,2.0,62.2,0.0,0.0,1.0,12.0,1.0,21.0,18.0
0,707.0,18.02,1.0,1.0,72.0,0.0,0.0,0.0,2.0,3.0,17.0,9.0
0,702.0,24.43,3.0,2.0,48.3,0.0,0.0,1.0,5.0,4.0,26.0,15.0
1,662.0,27.41,7.0,3.0,94.2,2.0,1.0,1.0,5.0,3.0,34.0,12.0
0,667.0,16.19,1.0,0.0,87.2,0.0,0.0,6.0,19.0,3.0,26.0,11.0
0,702.0,12.13,1.0,1.0,88.9,0.0,0.0,0.0,4.0,2.0,25.0,10.0
1,697.0,26.8,9.0,0.0,96.1,0.0,0.0,0.0,21.0,0.0,14.0,8.0
0,727.0,9.34,6.0,3.0,64.9,0.0,0.0,0.0,4.0,5.0,26.0,11.0
0,677.0,9.53,2.0,2.0,62.4,1.0,0.0,6.0,5.0,4.0,31.0,12.0
0,677.0,22.76,16.0,7.0,60.7,3.0,0.0,0.0,3.0,1.0,37.0,22.0
1,697.0,19.32,6.0,1.0,84.8,1.0,1.0,0.0,10.0,2.0,15.0,13.0
0,727.0,30.54,4.0,2.0,37.6,1.0,0.0,0.0,12.0,0.0,18.0,16.0
0,687.0,11.45,5.0,3.0,43.1,0.0,0.0,0.0,3.0,5.0,21.0,7.0
0,687.0,11.34,3.0,0.0,87.3,0.0,0.0,0.0,13.0,2.0,24.0,11.0
0,792.0,21.05,2.0,0.0,41.4,0.0,0.0,0.0,18.0,5.0,28.0,9.0
0,682.0,0.43,0.0,0.0,77.3,3.0,0.0,0.0,35.0,0.0,16.0,5.0
0,667.0,28.44,6.0,3.0,63.0,1.0,0.0,0.0,6.0,0.0,28.0,11.0
1,697.0,37.2,6.0,2.0,94.9,0.0,0.0,0.0,10.0,0.0,26.0,15.0
0,682.0,33.49,8.0,6.0,90.4,2.0,0.0,0.0,2.0,1.0,39.0,26.0
0,687.0,11.85,1.0,1.0,0.0,1.0,0.0,3.0,12.0,2.0,21.0,4.0
0,677.0,8.75,3.0,1.0,79.8,0.0,0.0,1.0,5.0,5.0,41.0,17.0
0,662.0,18.82,3.0,2.0,80.4,0.0,0.0,0.0,9.0,5.0,23.0,10.0
1,672.0,26.08,5.0,3.0,70.2,1.0,0.0,0.0,4.0,1.0,30.0,16.0
1,662.0,26.35,1.0,1.0,75.8,0.0,0.0,0.0,10.0,0.0,18.0,9.0
0,702.0,19.17,1.0,0.0,72.6,0.0,0.0,1.0,21.0,0.0,17.0,12.0
0,672.0,11.44,0.0,0.0,96.4,0.0,0.0,0.0,46.0,0.0,9.0,5.0
0,687.0,26.24,5.0,2.0,95.3,0.0,0.0,0.0,3.0,0.0,14.0,10.0
1,677.0,8.91,1.0,1.0,79.8,2.0,0.0,1.0,9.0,2.0,33.0,11.0
0,687.0,18.87,5.0,2.0,72.9,0.0,0.0,0.0,7.0,2.0,19.0,9.0
0,717.0,15.68,3.0,0.0,97.6,0.0,0.0,1.0,19.0,2.0,42.0,17.0
0,687.0,21.06,1.0,1.0,102.9,0.0,0.0,0.0,9.0,1.0,19.0,8.0
0,682.0,15.75,11.0,5.0,49.5,1.0,0.0,0.0,2.0,0.0,27.0,25.0
0,727.0,29.76,5.0,2.0,45.3,0.0,0.0,0.0,9.0,2.0,27.0,21.0
1,662.0,14.04,6.0,3.0,74.7,3.0,0.0,1.0,5.0,1.0,22.0,8.0
0,692.0,8.82,7.0,5.0,75.6,2.0,1.0,0.0,1.0,1.0,21.0,11.0
1,717.0,21.22,0.0,0.0,98.7,0.0,0.0,0.0,32.0,0.0,13.0,4.0
0,722.0,12.93,2.0,0.0,83.6,0.0,1.0,0.0,16.0,0.0,11.0,5.0
1,662.0,30.58,0.0,0.0,101.1,0.0,0.0,1.0,27.0,0.0,37.0,23.0
1,672.0,22.22,4.0,4.0,95.4,2.0,0.0,2.0,2.0,5.0,32.0,9.0
0,692.0,24.19,2.0,2.0,66.5,3.0,0.0,1.0,4.0,2.0,22.0,8.0
0,662.0,4.4,2.0,0.0,83.7,0.0,0.0,1.0,15.0,1.0,12.0,6.0
0,682.0,23.16,0.0,0.0,93.5,0.0,0.0,0.0,44.0,1.0,18.0,11.0
1,672.0,15.42,4.0,3.0,59.6,1.0,0.0,2.0,7.0,2.0,29.0,7.0
1,667.0,27.68,3.0,1.0,73.2,1.0,0.0,1.0,1.0,0.0,20.0,7.0
0,662.0,29.03,8.0,2.0,33.0,0.0,1.0,0.0,6.0,0.0,31.0,15.0
0,682.0,14.05,5.0,4.0,73.4,1.0,0.0,3.0,4.0,2.0,24.0,10.0
0,662.0,34.9,6.0,4.0,95.4,0.0,1.0,0.0,6.0,2.0,33.0,12.0
0,742.0,28.54,2.0,0.0,39.8,0.0,0.0,0.0,18.0,3.0,41.0,15.0
1,767.0,14.83,4.0,2.0,26.2,0.0,0.0,0.0,1.0,1.0,29.0,15.0
0,662.0,28.32,5.0,2.0,102.4,0.0,1.0,0.0,9.0,5.0,35.0,9.0
0,682.0,19.35,7.0,4.0,69.8,0.0,0.0,0.0,5.0,1.0,13.0,9.0
0,682.0,9.67,2.0,1.0,45.0,0.0,0.0,2.0,7.0,2.0,25.0,12.0
0,707.0,25.67,7.0,2.0,59.3,1.0,0.0,0.0,4.0,0.0,22.0,10.0
0,697.0,39.62,8.0,3.0,82.2,0.0,1.0,0.0,5.0,4.0,31.0,16.0
1,677.0,21.02,3.0,2.0,100.0,1.0,0.0,0.0,5.0,0.0,26.0,14.0
0,722.0,20.28,6.0,2.0,23.1,0.0,0.0,0.0,3.0,0.0,35.0,22.0
0,672.0,29.46,4.0,4.0,58.0,0.0,1.0,0.0,7.0,0.0,30.0,13.0
0,692.0,27.0,4.0,0.0,69.6,0.0,0.0,2.0,14.0,1.0,30.0,17.0
0,747.0,22.54,4.0,3.0,54.0,1.0,0.0,0.0,0.0,2.0,36.0,21.0
0,667.0,34.26,4.0,1.0,93.9,0.0,0.0,3.0,10.0,2.0,35.0,17.0
1,662.0,17.42,4.0,3.0,62.0,2.0,0.0,2.0,10.0,0.0,34.0,12.0
0,807.0,1.42,2.0,1.0,14.3,1.0,0.0,0.0,2.0,5.0,18.0,4.0
1,672.0,17.04,9.0,6.0,69.1,0.0,0.0,0.0,5.0,0.0,20.0,17.0
1,682.0,8.33,3.0,2.0,94.8,1.0,0.0,0.0,2.0,1.0,21.0,13.0
0,662.0,21.86,6.0,1.0,81.0,0.0,0.0,1.0,6.0,1.0,20.0,8.0
0,667.0,24.5,1.0,0.0,77.1,0.0,0.0,0.0,19.0,0.0,14.0,7.0
0,662.0,9.39,6.0,4.0,68.5,1.0,0.0,1.0,3.0,0.0,61.0,26.0
0,662.0,13.0,2.0,0.0,81.5,0.0,0.0,1.0,24.0,0.0,45.0,22.0
0,727.0,17.43,1.0,1.0,21.3,0.0,0.0,1.0,7.0,0.0,18.0,6.0
0,707.0,11.13,7.0,3.0,42.4,0.0,0.0,0.0,8.0,2.0,22.0,15.0
1,667.0,35.03,6.0,1.0,85.8,0.0,0.0,0.0,4.0,1.0,21.0,13.0
0,702.0,19.63,8.0,3.0,65.7,0.0,1.0,0.0,1.0,3.0,29.0,16.0
1,682.0,11.66,3.0,2.0,84.9,0.0,0.0,3.0,4.0,1.0,24.0,13.0
0,702.0,11.43,3.0,1.0,56.4,0.0,0.0,0.0,9.0,3.0,24.0,11.0
0,682.0,8.01,3.0,1.0,93.2,0.0,0.0,0.0,11.0,3.0,11.0,6.0
0,712.0,8.31,7.0,1.0,80.7,0.0,0.0,0.0,4.0,4.0,32.0,12.0
0,687.0,20.32,9.0,4.0,16.6,1.0,1.0,0.0,6.0,5.0,40.0,12.0
0,677.0,10.61,5.0,3.0,97.7,0.0,0.0,0.0,3.0,2.0,27.0,10.0
0,667.0,23.76,4.0,2.0,58.9,0.0,0.0,0.0,11.0,4.0,29.0,15.0
0,712.0,11.73,4.0,1.0,56.4,1.0,0.0,0.0,8.0,0.0,11.0,9.0
0,692.0,10.38,2.0,1.0,60.5,0.0,0.0,0.0,11.0,0.0,14.0,8.0
0,662.0,25.0,3.0,2.0,88.7,1.0,0.0,0.0,0.0,0.0,17.0,8.0
1,672.0,8.35,6.0,0.0,45.9,0.0,0.0,2.0,13.0,1.0,32.0,15.0
0,692.0,11.75,3.0,3.0,48.1,0.0,0.0,1.0,4.0,2.0,15.0,7.0
0,662.0,14.28,3.0,1.0,19.0,0.0,1.0,0.0,7.0,1.0,10.0,4.0
0,697.0,20.63,6.0,3.0,51.5,1.0,0.0,1.0,1.0,3.0,39.0,18.0
0,692.0,8.1,2.0,2.0,93.2,1.0,0.0,0.0,6.0,4.0,16.0,12.0
0,692.0,17.98,2.0,1.0,81.6,0.0,0.0,0.0,4.0,0.0,22.0,15.0
0,717.0,11.95,6.0,3.0,32.1,0.0,0.0,0.0,3.0,5.0,30.0,11.0
0,807.0,24.54,4.0,2.0,9.8,2.0,0.0,0.0,10.0,4.0,17.0,12.0
0,717.0,36.62,8.0,2.0,79.6,0.0,0.0,0.0,7.0,3.0,38.0,20.0
1,717.0,14.37,1.0,0.0,84.0,0.0,0.0,0.0,14.0,0.0,30.0,10.0
0,672.0,25.15,4.0,0.0,70.7,0.0,0.0,1.0,16.0,0.0,10.0,7.0
0,697.0,30.31,2.0,1.0,57.3,0.0,0.0,0.0,7.0,5.0,28.0,11.0
1,697.0,17.38,2.0,1.0,84.9,0.0,0.0,0.0,4.0,0.0,22.0,6.0
1,687.0,19.88,4.0,3.0,49.7,0.0,0.0,0.0,4.0,0.0,11.0,10.0
1,677.0,13.88,5.0,2.0,70.7,0.0,0.0,0.0,5.0,5.0,35.0,8.0
0,697.0,19.33,3.0,1.0,78.0,0.0,0.0,0.0,11.0,1.0,26.0,15.0
0,662.0,9.27,3.0,0.0,83.6,0.0,0.0,0.0,15.0,2.0,22.0,8.0
0,672.0,7.92,2.0,2.0,65.7,0.0,0.0,1.0,9.0,4.0,21.0,7.0
0,717.0,38.67,1.0,1.0,93.8,0.0,0.0,0.0,9.0,0.0,28.0,12.0
0,682.0,32.38,7.0,5.0,88.1,1.0,0.0,0.0,1.0,5.0,38.0,16.0
1,687.0,9.04,6.0,0.0,99.0,0.0,0.0,1.0,15.0,0.0,27.0,19.0
0,677.0,27.55,10.0,2.0,43.7,1.0,1.0,0.0,2.0,1.0,27.0,11.0
1,682.0,23.12,4.0,2.0,81.3,0.0,0.0,0.0,1.0,0.0,6.0,6.0
0,677.0,10.8,5.0,4.0,39.4,1.0,2.0,0.0,1.0,4.0,24.0,10.0
0,672.0,31.4,3.0,2.0,101.4,1.0,0.0,0.0,1.0,0.0,21.0,10.0
0,762.0,25.87,8.0,4.0,40.1,0.0,0.0,0.0,1.0,5.0,67.0,34.0
1,692.0,37.02,6.0,4.0,58.2,2.0,0.0,1.0,4.0,5.0,29.0,7.0
0,677.0,23.23,3.0,2.0,90.7,1.0,0.0,3.0,2.0,2.0,27.0,12.0
0,702.0,13.78,4.0,3.0,50.8,0.0,0.0,0.0,9.0,0.0,28.0,13.0
1,667.0,15.71,3.0,3.0,88.2,0.0,1.0,0.0,4.0,5.0,31.0,8.0
1,732.0,32.27,6.0,2.0,67.9,1.0,0.0,0.0,5.0,0.0,23.0,12.0
0,682.0,25.95,10.0,7.0,62.1,4.0,1.0,0.0,1.0,3.0,44.0,19.0
0,667.0,14.8,3.0,1.0,67.5,1.0,1.0,0.0,12.0,3.0,28.0,11.0
0,682.0,19.0,7.0,4.0,111.1,0.0,0.0,0.0,5.0,5.0,29.0,11.0
0,692.0,28.84,2.0,0.0,79.7,0.0,0.0,0.0,13.0,4.0,31.0,15.0
0,707.0,25.08,12.0,2.0,56.6,0.0,0.0,0.0,7.0,0.0,22.0,15.0
0,707.0,27.0,1.0,0.0,66.9,0.0,0.0,0.0,23.0,2.0,30.0,11.0
0,662.0,26.73,1.0,0.0,68.3,0.0,0.0,0.0,22.0,2.0,18.0,11.0
0,697.0,16.86,3.0,2.0,79.7,0.0,0.0,0.0,5.0,1.0,22.0,19.0
1,697.0,16.84,5.0,4.0,48.1,2.0,0.0,0.0,1.0,0.0,10.0,8.0
0,677.0,24.44,5.0,2.0,82.4,0.0,0.0,0.0,10.0,2.0,21.0,11.0
0,667.0,8.91,2.0,1.0,77.0,0.0,1.0,0.0,7.0,4.0,22.0,6.0
1,707.0,39.81,6.0,2.0,64.8,1.0,0.0,0.0,1.0,0.0,39.0,20.0
1,687.0,33.18,12.0,5.0,41.2,2.0,0.0,0.0,1.0,0.0,24.0,22.0
1,692.0,34.77,3.0,0.0,80.0,0.0,0.0,0.0,15.0,0.0,35.0,18.0
0,702.0,14.87,9.0,4.0,59.1,0.0,0.0,0.0,3.0,3.0,33.0,13.0
1,672.0,13.33,2.0,1.0,84.9,0.0,0.0,0.0,10.0,3.0,23.0,8.0
1,682.0,22.71,6.0,4.0,47.0,1.0,1.0,0.0,1.0,3.0,40.0,10.0
0,717.0,14.83,1.0,0.0,68.8,0.0,0.0,0.0,16.0,3.0,17.0,10.0
1,682.0,37.83,5.0,2.0,71.4,2.0,0.0,0.0,2.0,1.0,29.0,12.0
1,662.0,23.19,5.0,3.0,95.5,3.0,1.0,0.0,6.0,0.0,44.0,7.0
0,662.0,5.16,2.0,2.0,60.3,0.0,0.0,1.0,2.0,1.0,23.0,11.0
1,702.0,25.48,1.0,1.0,97.4,0.0,0.0,0.0,7.0,0.0,23.0,14.0
0,727.0,22.48,5.0,3.0,60.9,1.0,0.0,0.0,4.0,2.0,18.0,9.0
0,682.0,15.23,8.0,4.0,67.6,2.0,1.0,0.0,1.0,2.0,57.0,34.0
0,742.0,28.25,1.0,0.0,56.4,1.0,0.0,0.0,21.0,1.0,26.0,12.0
0,722.0,5.34,2.0,0.0,54.9,0.0,0.0,0.0,16.0,2.0,10.0,5.0
1,717.0,19.91,4.0,2.0,44.9,0.0,0.0,0.0,5.0,5.0,22.0,10.0
0,727.0,33.06,5.0,2.0,21.1,0.0,0.0,0.0,9.0,1.0,26.0,13.0
0,687.0,17.25,5.0,1.0,50.5,0.0,0.0,0.0,4.0,3.0,19.0,9.0
1,697.0,30.53,3.0,2.0,76.4,1.0,0.0,0.0,3.0,0.0,23.0,14.0
0,702.0,24.74,2.0,1.0,100.8,0.0,0.0,0.0,9.0,5.0,40.0,14.0
0,682.0,32.18,6.0,3.0,78.5,0.0,0.0,0.0,2.0,0.0,27.0,19.0
0,692.0,17.19,3.0,2.0,73.7,0.0,0.0,2.0,2.0,4.0,28.0,13.0
1,697.0,37.55,8.0,3.0,88.4,0.0,0.0,0.0,7.0,2.0,23.0,13.0
0,667.0,14.89,4.0,1.0,65.0,3.0,0.0,0.0,10.0,2.0,10.0,5.0
1,687.0,26.76,7.0,1.0,40.1,0.0,0.0,0.0,12.0,0.0,21.0,11.0
1,662.0,6.59,6.0,4.0,85.4,0.0,1.0,0.0,5.0,1.0,19.0,8.0
0,712.0,19.47,5.0,3.0,44.5,0.0,0.0,0.0,4.0,0.0,21.0,19.0
0,692.0,5.35,3.0,2.0,11.1,0.0,0.0,0.0,3.0,2.0,8.0,3.0
1,667.0,21.54,10.0,4.0,34.1,1.0,1.0,1.0,1.0,3.0,64.0,21.0
0,737.0,21.93,4.0,1.0,31.0,0.0,1.0,0.0,11.0,2.0,20.0,12.0
0,682.0,23.55,10.0,6.0,52.0,5.0,1.0,2.0,3.0,4.0,46.0,12.0
1,687.0,23.8,2.0,1.0,58.5,0.0,0.0,1.0,2.0,0.0,27.0,15.0
0,692.0,12.94,8.0,2.0,53.0,1.0,0.0,0.0,2.0,5.0,43.0,19.0
0,667.0,20.34,10.0,6.0,60.7,0.0,1.0,0.0,4.0,5.0,53.0,14.0
0,677.0,11.83,1.0,1.0,77.4,0.0,0.0,0.0,2.0,0.0,8.0,6.0
0,712.0,23.45,2.0,2.0,91.6,1.0,0.0,0.0,1.0,1.0,21.0,14.0
0,717.0,16.72,0.0,0.0,93.6,0.0,0.0,0.0,46.0,0.0,14.0,5.0
1,707.0,4.32,1.0,1.0,6.9,0.0,0.0,0.0,1.0,0.0,13.0,6.0
0,812.0,17.64,8.0,5.0,2.7,0.0,0.0,0.0,3.0,5.0,39.0,17.0
0,702.0,22.96,6.0,3.0,89.5,2.0,0.0,0.0,3.0,4.0,40.0,12.0
0,737.0,33.1,4.0,2.0,80.2,1.0,0.0,0.0,4.0,4.0,27.0,12.0
1,662.0,32.08,8.0,3.0,26.4,1.0,1.0,0.0,5.0,0.0,28.0,11.0
1,687.0,37.88,3.0,2.0,41.3,0.0,0.0,0.0,2.0,0.0,31.0,18.0
0,672.0,24.03,4.0,0.0,42.6,0.0,0.0,1.0,13.0,0.0,23.0,11.0
1,667.0,20.25,4.0,1.0,100.9,0.0,0.0,1.0,10.0,1.0,12.0,5.0
0,727.0,29.95,6.0,1.0,58.5,0.0,0.0,0.0,6.0,1.0,44.0,23.0
0,672.0,13.71,7.0,4.0,68.5,0.0,0.0,0.0,6.0,0.0,15.0,12.0
1,692.0,26.08,7.0,1.0,92.1,0.0,0.0,0.0,7.0,0.0,31.0,23.0
0,727.0,13.28,2.0,0.0,73.1,0.0,0.0,0.0,13.0,0.0,15.0,5.0
0,702.0,21.75,2.0,2.0,98.3,0.0,0.0,0.0,6.0,1.0,18.0,6.0
1,667.0,19.02,2.0,1.0,94.7,2.0,0.0,0.0,9.0,4.0,16.0,8.0
1,732.0,21.63,7.0,4.0,51.6,0.0,0.0,0.0,5.0,1.0,25.0,15.0
1,672.0,26.28,3.0,1.0,89.3,0.0,0.0,2.0,12.0,4.0,21.0,13.0
0,677.0,33.84,12.0,4.0,45.4,0.0,0.0,0.0,5.0,1.0,29.0,19.0
0,717.0,21.71,0.0,0.0,97.2,0.0,0.0,0.0,30.0,3.0,20.0,15.0
0,682.0,37.76,8.0,2.0,99.0,1.0,0.0,0.0,8.0,3.0,55.0,28.0
1,737.0,18.27,11.0,2.0,14.3,5.0,0.0,0.0,1.0,0.0,20.0,18.0
0,667.0,15.99,6.0,0.0,88.4,1.0,0.0,0.0,17.0,5.0,33.0,19.0
0,697.0,24.4,1.0,1.0,86.5,1.0,0.0,0.0,5.0,0.0,19.0,11.0
0,717.0,33.44,3.0,3.0,83.6,0.0,0.0,0.0,2.0,1.0,19.0,14.0
0,687.0,9.84,3.0,1.0,70.6,0.0,0.0,0.0,10.0,5.0,20.0,8.0
0,702.0,16.85,10.0,5.0,67.0,0.0,0.0,0.0,9.0,0.0,38.0,31.0
0,667.0,28.11,3.0,2.0,90.1,1.0,0.0,0.0,4.0,0.0,8.0,8.0
0,692.0,30.93,4.0,4.0,91.3,0.0,0.0,0.0,7.0,0.0,35.0,17.0
0,692.0,27.2,4.0,1.0,89.5,1.0,0.0,0.0,5.0,2.0,42.0,23.0
0,797.0,14.41,0.0,0.0,23.5,0.0,0.0,0.0,57.0,3.0,19.0,5.0
0,717.0,26.34,4.0,1.0,24.0,0.0,0.0,0.0,10.0,2.0,24.0,6.0
0,737.0,11.06,2.0,1.0,48.4,1.0,0.0,0.0,9.0,5.0,22.0,10.0
0,667.0,23.06,11.0,5.0,2.9,1.0,0.0,2.0,1.0,2.0,26.0,12.0
0,687.0,9.72,11.0,4.0,99.0,2.0,0.0,0.0,3.0,2.0,20.0,13.0
0,757.0,11.85,3.0,1.0,45.4,1.0,0.0,0.0,4.0,1.0,30.0,13.0
0,677.0,30.9,7.0,3.0,64.5,0.0,0.0,2.0,4.0,5.0,41.0,16.0
1,692.0,13.24,5.0,1.0,66.5,0.0,0.0,0.0,11.0,5.0,30.0,11.0
0,677.0,18.46,4.0,1.0,71.5,0.0,0.0,2.0,7.0,5.0,33.0,16.0
1,682.0,29.8,8.0,5.0,64.0,3.0,0.0,0.0,2.0,5.0,59.0,22.0
0,682.0,35.42,3.0,0.0,98.6,0.0,0.0,0.0,15.0,3.0,25.0,12.0
0,737.0,16.6,2.0,0.0,66.6,0.0,0.0,0.0,14.0,2.0,24.0,11.0
0,692.0,9.46,8.0,1.0,82.6,1.0,0.0,1.0,5.0,5.0,46.0,14.0
0,722.0,35.86,0.0,0.0,92.5,0.0,0.0,0.0,27.0,0.0,20.0,9.0
0,697.0,37.87,6.0,1.0,88.4,0.0,0.0,0.0,12.0,2.0,26.0,10.0
0,672.0,19.89,12.0,6.0,47.0,1.0,1.0,0.0,4.0,5.0,65.0,17.0
0,677.0,10.15,7.0,3.0,90.3,0.0,0.0,0.0,4.0,5.0,40.0,17.0
0,682.0,27.23,5.0,1.0,98.3,0.0,0.0,1.0,5.0,5.0,57.0,17.0
0,767.0,33.92,3.0,0.0,51.0,0.0,0.0,0.0,16.0,5.0,28.0,11.0
0,677.0,17.88,2.0,1.0,85.0,0.0,0.0,1.0,9.0,2.0,45.0,22.0
1,667.0,13.36,1.0,1.0,99.6,0.0,0.0,1.0,12.0,2.0,30.0,18.0
0,672.0,24.6,8.0,6.0,88.4,0.0,1.0,0.0,4.0,0.0,31.0,14.0
0,662.0,4.07,1.0,1.0,90.9,0.0,0.0,0.0,7.0,0.0,9.0,6.0
0,667.0,23.61,5.0,3.0,97.1,1.0,0.0,0.0,3.0,3.0,23.0,18.0
1,677.0,27.93,2.0,0.0,67.0,1.0,0.0,1.0,17.0,1.0,33.0,12.0
0,692.0,30.7,6.0,1.0,62.9,0.0,0.0,0.0,4.0,1.0,25.0,18.0
0,692.0,12.89,7.0,2.0,70.5,1.0,0.0,0.0,4.0,1.0,23.0,11.0
